id,電話番号,家賃,管理費_共益費,敷金,礼金,保証金,敷引_償却,所在地,駅徒歩,間取り,専有面積,築年数,階,向き,建物種別,間取り詳細,構造,階建,築年月,エネルギー消費性能,断熱性能,目安光熱費,損保,駐車場,入居,取引態様,条件,取り扱い店舗物件コード,SUUMO物件コード,総戸数,情報更新日,次回更新日,契約期間,保証会社,ほか諸費用,備考,create_at
581,06-6306-6061,7.9万円,3000円,7.9万円,15.8万円,-,-,大阪府大阪市淀川区東三国６,"地下鉄御堂筋線/東三国駅 歩11分
ＪＲ東海道本線/東淀川駅 歩20分
阪急宝塚線/三国駅 歩17分",2LDK,50m2,築51年,2階,東,マンション,洋6 洋5.5 LDK10.0,鉄筋コン,2階/5階建,1975年2月,-,-,-,要,近隣150m15000円,即,仲介,二人入居可,263657,100449709171,-,2025/09/02,次回更新日は情報更新日より１５日以内,普通借家 2年,,,巡回管理,2025-09-03 09:51:03
582,0773-22-8081,11.9万円,15000円,-,11.9万円,-,-,大阪府大阪市淀川区木川西２,"地下鉄御堂筋線/西中島南方駅 歩14分
阪急神戸線/十三駅 歩13分
ＪＲ東海道本線/新大阪駅 歩24分",1LDK,40.02m2,新築,2階,西,マンション,洋4.23 LDK12.30,鉄筋コン,2階/12階建,2025年8月,-,-,-,2万円2年,-,即,仲介,二人入居可/ペット相談,364-5331352,100457696180,44戸,2025/09/02,次回更新日は情報更新日より８日以内,,保証会社利用必 【個人契約】・初回保証料：総賃料の20％　・更新料：総賃料の1％/月  【法人契約】・初回保証料：総賃料の50％　・更新料：1万円/1年（※総賃料15万円以上の場合更新料1.4万円/1年）,室内清掃費用　45100円　駐輪場550円,・早期解約違約金あり（1年未満：賃料・共益費の1ヶ月分）　・ペット飼育可（小型犬または猫1匹迄）：飼育時、共益費3000円増額および敷金1ヶ月分必要　・契約時鍵交換代（未入居除く）：16500円（税込）,2025-09-03 09:51:06
583,06-6151-1045,11.9万円,15000円,-,11.9万円,-,-,大阪府大阪市淀川区木川西２,"阪急京都線/十三駅 歩13分
地下鉄御堂筋線/西中島南方駅 歩11分
阪急京都線/南方駅 歩12分",1LDK,40.02m2,新築,2階,東,マンション,洋4.2 LDK12.3,鉄筋コン,2階/12階建,2025年8月,-,-,-,2万円2年,近隣200m22000円,即,仲介,二人入居可/ペット相談,12537806,100456440057,44戸,2025/09/02,次回更新日は情報更新日より８日以内,普通借家 2年,保証会社利用必 個人初回20％　更新料1％/月 、法人初回50％　更新料10，000円/年 ※総賃料15万円以上の時更新年1.4万円,ハウスクリーニング　45100円／退去時,Osaka Metro御堂筋線 新大阪駅徒歩23分/当社ＨＰでは写真等豊富に取り揃えております。気に入ったお部屋があればどこの不動産業者様よりも、家賃・初期費用等お安く交渉します。全力でお客様のお部屋探しのサポートやアフターフォローまでしっかりとお手伝いさせて頂きます。またネットで気になった物件全てご紹介可能になっております。内覧が可能な物件はご予約やお問合せなしでも当日ご案内可能です。またオンライン内見や現地集合等もお気軽にご相談下さい。,2025-09-03 09:51:09
584,06-6948-6106,11.9万円,15000円,-,11.9万円,-,-,大阪府大阪市淀川区木川西２,"阪急神戸線/十三駅 歩13分
地下鉄御堂筋線/西中島南方駅 歩15分
ＪＲ東海道本線/新大阪駅 歩24分",1LDK,40.02m2,新築,2階,西,マンション,洋5.5 LDK10.1,鉄筋コン,2階/12階建,2025年8月,-,-,-,2万円2年,-,即,仲介,二人入居可/ペット相談,1791725,100440652892,-,2025/09/02,次回更新日は情報更新日より８日以内,普通借家 2年,保証会社利用必 初回総賃料の20％、以後毎月更新で総賃料の1％,,アンティホームなら仲介手数料無料です。物件の詳細や初期費用ついてはご遠慮なくご相談ください。また分割ローンやクレジットカード決済も可能です。ご案内の際は現地待ち合わせ、送迎サービスもございます。お気軽にお申し付けください。,2025-09-03 09:51:13
585,0800-1237805,12.2万円,15000円,-,12.2万円,-,-,大阪府大阪市淀川区木川西２,"地下鉄御堂筋線/西中島南方駅 歩12分
阪急神戸線/十三駅 歩12分
阪急京都線/南方駅 歩14分",1LDK,40.02m2,新築,3階,東,マンション,洋5.5 LDK10.1,鉄筋コン,3階/12階建,2025年8月,-,-,-,2万円2年,敷地内27500円,25年9月上旬,仲介,二人入居可,HC2-4931905-302-0246,100449779365,44戸,2025/09/02,次回更新日は情報更新日より１５日以内,,保証会社利用必 初回：月額総賃料20％　月額：総賃料1％,室内清掃費用　45100円　バイク置場2200円／月　駐輪場550円／月,ペット可(小型犬・猫いずれか1匹迄)共益費3 000円増+敷金1ヶ月要,2025-09-03 09:51:22
586,06-6536-5550,12.2万円,15000円,-,12.2万円,-,-,大阪府大阪市淀川区木川西２,"阪急神戸線/十三駅 歩10分
地下鉄御堂筋線/西中島南方駅 歩11分
ＪＲ東海道本線/新大阪駅 歩24分",1LDK,40.02m2,新築,3階,東,マンション,洋4.2 LDK12.3,鉄筋コン,3階/12階建,2025年8月,-,-,-,2万円2年,敷地内27500円/平置駐,即,仲介,二人入居可/ペット相談/ルームシェア相談,5885941,100456586461,44戸,2025/09/02,次回更新日は情報更新日より８日以内,普通借家 2年,保証会社利用必 初回20％ 月額1％,共益費増額（ペット飼育時）　月額3000円,巡回管理/内見代行・写真撮影/動画撮影/WEB契約等来店不要でご契約可能です。お気軽にご相談下さい。★女性スタッフ・ベテランスタッフ在籍★何でもご相談ください,2025-09-03 09:51:24
587,0800-1237805,12.2万円,15000円,-,12.2万円,-,-,大阪府大阪市淀川区木川西２,"地下鉄御堂筋線/西中島南方駅 歩12分
阪急神戸線/十三駅 歩12分
阪急京都線/南方駅 歩14分",1LDK,40.02m2,新築,3階,西,マンション,洋5.5 LDK10.1,鉄筋コン,3階/12階建,2025年8月,-,-,-,2万円2年,敷地内27500円,25年9月上旬,仲介,二人入居可,HC2-4931905-303-0246,100449779263,44戸,2025/09/02,次回更新日は情報更新日より１５日以内,,保証会社利用必 初回：月額総賃料20％　月額：総賃料1％,室内清掃費用　45100円　バイク置場2200円／月　駐輪場550円／月,ペット可(小型犬・猫いずれか1匹迄)共益費3 000円増+敷金1ヶ月要,2025-09-03 09:51:27
588,072-763-4146,12.2万円,15000円,-,12.2万円,-,-,大阪府大阪市淀川区木川西２,"阪急宝塚線/十三駅 歩12分
地下鉄御堂筋線/西中島南方駅 歩14分
阪急京都線/南方駅 歩15分",1LDK,40.02m2,新築,3階,西,マンション,洋4.23 LDK12.3,鉄筋コン,3階/12階建,2025年8月,-,-,-,2万円2年,敷地内27500円,即,仲介,二人入居可/ペット相談,14703990,100448429472,44戸,2025/09/03,次回更新日は情報更新日より８日以内,,保証会社利用必 エポス　　個人：初回20％、更新料1％／月,,東海道・山陽新幹線 新大阪駅徒歩24分/PREGIO CLUB24要加入（税込）/20000円、退去時クリーニング代（税込）/45100円、契約時鍵交換代（税込・未入居除く）/16500円、駐輪代（税込）/550円、バイク駐輪代（税込）/5500円、ペット飼育時・共益費3000円増/18000円、ペット飼育時・敷金1ヵ月要/122000円,2025-09-03 09:53:12
589,0800-7770216,12.2万円,15000円,-,12.2万円,-,-,大阪府大阪市淀川区木川西２,"地下鉄御堂筋線/西中島南方駅 歩12分
阪急神戸線/十三駅 歩12分
阪急京都線/南方駅 歩14分",1LDK,40.02m2,新築,4階,西,マンション,洋4.2 LDK12.3,鉄筋コン,4階/12階建,2025年8月,-,-,-,2万円2年,敷地内27500円,25年9月上旬,仲介,二人入居可,HC2-4931905-404-0265,100440699732,44戸,2025/09/02,次回更新日は情報更新日より１５日以内,,保証会社利用必 初回：月額総賃料20％　月額：総賃料1％,室内清掃費用　45100円　バイク置場2200円／月　駐輪場550円／月,ペット可(小型犬・猫いずれか1匹迄)共益費3 000円増+敷金1ヶ月要,2025-09-03 09:51:38
590,06-6307-3339,12.2万円,15000円,-,12.2万円,-,-,大阪府大阪市淀川区木川西２,"地下鉄御堂筋線/西中島南方駅 歩11分
阪急京都線/南方駅 歩12分
阪急神戸線/十三駅 歩13分",1LDK,40.02m2,新築,4階,東,マンション,洋5.5 LDK10.1,鉄筋コン,4階/12階建,2025年8月,-,-,-,要,敷地内27500円/平置駐,即,仲介,二人入居可/ペット相談,110966653,100458010134,-,2025/09/02,次回更新日は情報更新日より８日以内,,保証会社利用必 初回２０％、更新料１％／月,,［退去時費用　クリーニング代：４５，１００円※故意・過失等別途実費］短期解約違約金有り　保証会社:エポス,2025-09-03 09:51:45
591,06-6886-7933,12.2万円,15000円,-,12.2万円,-,-,大阪府大阪市淀川区木川西２,"地下鉄御堂筋線/西中島南方駅 歩11分
阪急京都線/十三駅 歩13分
ＪＲ東海道本線/新大阪駅 歩24分",1LDK,40.02m2,新築,4階,西,マンション,洋5.5 LDK10.1,鉄筋コン,4階/12階建,2025年9月,-,-,-,2万円2年,敷地内27500円,即,仲介,二人入居可/ペット相談,s1050370672,100452416033,-,2025/09/02,次回更新日は情報更新日より８日以内,普通借家 2年,保証会社利用必 初回20％　月額1％ 審査内容により変動あり,,駐輪550円、バイク置場5 500円、原付2 200円、小型犬、猫1匹飼育可共益費3 000円+敷金1ヶ月要　ハウスクリーニング代45 100円,2025-09-03 09:51:49
592,06-6848-2221,12.2万円,15000円,-,12.2万円,-,-,大阪府大阪市淀川区木川西２,"阪急京都線/十三駅 歩14分
阪急神戸線/十三駅 歩14分
阪急宝塚線/十三駅 歩14分",1LDK,40.02m2,新築,4階,東,マンション,洋4.23 LDK12.3,鉄筋コン,4階/12階建,2025年8月,-,-,-,2万円2年,敷地内27500円,即,仲介,ペット相談,11755991,100439292057,44戸,2025/09/02,次回更新日は情報更新日より１５日以内,普通借家 2年,保証会社利用必 要確認,ハウスクリーニング　45100円／退去時,Osaka Metro御堂筋線 西中島南駅徒歩13分/ネットで気なっている物件全て（他業者様物件含む）、ご予約やお問い合わせをされていなくても、当日すぐにご案内が可能です。大阪エリアのお部屋探しはぜひ当社にお任せ下さい！,2025-09-03 09:51:52
593,072-763-4146,12.4万円,15000円,-,12.4万円,-,-,大阪府大阪市淀川区木川西２,"阪急宝塚線/十三駅 歩12分
地下鉄御堂筋線/西中島南方駅 歩14分
阪急京都線/南方駅 歩15分",1LDK,40.02m2,新築,5階,東,マンション,洋4.23 LDK12.3,鉄筋コン,5階/12階建,2025年8月,-,-,-,2万円2年,敷地内27500円,即,仲介,二人入居可/ペット相談,14703995,100448429469,44戸,2025/09/02,次回更新日は情報更新日より８日以内,,保証会社利用必 エポス　　個人：初回20％、更新料1％／月,,東海道・山陽新幹線 新大阪駅徒歩24分/PREGIO CLUB24要加入（税込）/20000円、退去時クリーニング代（税込）/45100円、契約時鍵交換代（税込・未入居除く）/16500円、駐輪代（税込）/550円、バイク駐輪代（税込）/5500円、ペット飼育時・共益費3000円増/18000円、ペット飼育時・敷金1ヵ月要/124000円,2025-09-03 09:51:55
594,06-6306-6061,12.4万円,15000円,-,12.4万円,-,-,大阪府大阪市淀川区木川西２,"阪急神戸線/十三駅 歩13分
地下鉄御堂筋線/西中島南方駅 歩12分
阪急京都線/南方駅 歩13分",1LDK,40.02m2,築1年,5階,東,マンション,洋5.5 LDK10.1,鉄筋コン,5階/12階建,2025年8月,-,-,-,要,敷地内27500円,即,仲介,二人入居可/ペット相談,268251,100457995227,-,2025/09/02,次回更新日は情報更新日より１５日以内,普通借家 2年,,室内清掃費用　45100円,巡回管理,2025-09-03 09:52:55
595,0800-1237493,12.4万円,15000円,-,12.4万円,-,-,大阪府大阪市淀川区木川西２,"地下鉄御堂筋線/西中島南方駅 歩12分
阪急神戸線/十三駅 歩12分
阪急京都線/南方駅 歩14分",1LDK,40.02m2,新築,5階,西,マンション,洋4.2 LDK12.3,鉄筋コン,5階/12階建,2025年8月,-,-,-,2万円2年,敷地内27500円,25年9月上旬,仲介,二人入居可,HC2-4931905-504-0243,100440696218,44戸,2025/09/02,次回更新日は情報更新日より１５日以内,,保証会社利用必 初回：月額総賃料20％　月額：総賃料1％,室内清掃費用　45100円　バイク置場2200円／月　駐輪場550円／月,ペット可(小型犬・猫いずれか1匹迄)共益費3 000円増+敷金1ヶ月要,2025-09-03 09:52:03
596,0800-1237805,12.5万円,15000円,-,12.5万円,-,-,大阪府大阪市淀川区木川西２,"地下鉄御堂筋線/西中島南方駅 歩12分
阪急神戸線/十三駅 歩12分
阪急京都線/南方駅 歩14分",1LDK,40.02m2,新築,6階,西,マンション,洋4.2 LDK12.3,鉄筋コン,6階/12階建,2025年8月,-,-,-,2万円2年,敷地内27500円,25年9月上旬,仲介,二人入居可,HC2-4931905-604-0246,100449779389,44戸,2025/09/02,次回更新日は情報更新日より１５日以内,,保証会社利用必 初回：月額総賃料20％　月額：総賃料1％,室内清掃費用　45100円　バイク置場2200円／月　駐輪場550円／月,ペット可(小型犬・猫いずれか1匹迄)共益費3 000円増+敷金1ヶ月要,2025-09-03 09:52:09
597,072-763-4146,12.5万円,15000円,-,12.5万円,-,-,大阪府大阪市淀川区木川西２,"阪急宝塚線/十三駅 歩12分
地下鉄御堂筋線/西中島南方駅 歩14分
阪急京都線/南方駅 歩15分",1LDK,40.02m2,新築,6階,東,マンション,洋5.56 LDK10.16,鉄筋コン,6階/12階建,2025年8月,-,-,-,2万円2年,敷地内27500円,即,仲介,二人入居可/ペット相談,14704000,100448432979,44戸,2025/09/02,次回更新日は情報更新日より８日以内,,保証会社利用必 エポス　　個人：初回20％、更新料1％／月,,東海道・山陽新幹線 新大阪駅徒歩24分/PREGIO CLUB24要加入（税込）/20000円、退去時クリーニング代（税込）/45100円、契約時鍵交換代（税込・未入居除く）/16500円、駐輪代（税込）/550円、バイク駐輪代（税込）/5500円、ペット飼育時・共益費3000円増/18000円、ペット飼育時・敷金1ヵ月要/125000円,2025-09-03 09:53:50
599,0800-7770216,12.5万円,15000円,-,12.5万円,-,-,大阪府大阪市淀川区木川西２,"地下鉄御堂筋線/西中島南方駅 歩12分
阪急神戸線/十三駅 歩12分
阪急京都線/南方駅 歩14分",1LDK,40.02m2,新築,6階,東,マンション,洋4.2 LDK12.3,鉄筋コン,6階/12階建,2025年8月,-,-,-,2万円2年,敷地内27500円,25年9月上旬,仲介,二人入居可,HC2-4931905-601-0265,100440639890,44戸,2025/09/02,次回更新日は情報更新日より１５日以内,,保証会社利用必 初回：月額総賃料20％　月額：総賃料1％,室内清掃費用　45100円　バイク置場2200円／月　駐輪場550円／月,ペット可(小型犬・猫いずれか1匹迄)共益費3 000円増+敷金1ヶ月要,2025-09-03 09:54:02
600,0800-1237819,12.6万円,15000円,-,12.6万円,-,-,大阪府大阪市淀川区木川西２,"地下鉄御堂筋線/西中島南方駅 歩12分
阪急神戸線/十三駅 歩12分
阪急京都線/南方駅 歩14分",1LDK,40.02m2,新築,8階,西,マンション,洋5.5 LDK10.1,鉄筋コン,8階/12階建,2025年8月,-,-,-,2万円2年,敷地内27500円,25年9月上旬,仲介,二人入居可,HC2-4931905-803-0245,100440690285,44戸,2025/09/02,次回更新日は情報更新日より１５日以内,,保証会社利用必 初回：月額総賃料20％　月額：総賃料1％,室内清掃費用　45100円　バイク置場2200円／月　駐輪場550円／月,ペット可(小型犬・猫いずれか1匹迄)共益費3 000円増+敷金1ヶ月要,2025-09-03 09:52:32
601,06-6341-7057,12.6万円,15000円,-,12.6万円,-,-,大阪府大阪市淀川区木川西２,"地下鉄御堂筋線/西中島南方駅 歩14分
阪急神戸線/十三駅 歩13分
ＪＲ東海道本線/新大阪駅 歩24分",1LDK,40.02m2,新築,8階,西,マンション,洋4.23 LDK12.30,鉄筋コン,8階/12階建,2025年8月,-,-,-,2万円2年,-,即,仲介,二人入居可/ペット相談,571-5331459,100439288247,44戸,2025/09/02,次回更新日は情報更新日より８日以内,,保証会社利用必 【個人契約】・初回保証料：総賃料の20％　・更新料：総賃料の1％/月  【法人契約】・初回保証料：総賃料の50％　・更新料：1万円/1年（※総賃料15万円以上の場合更新料1.4万円/1年）,室内清掃費用　45100円　駐輪場550円,・早期解約違約金あり（1年未満：賃料・共益費の1ヶ月分）　・ペット飼育可（小型犬または猫1匹迄）：飼育時、共益費3000円増額および敷金1ヶ月分必要　・契約時鍵交換代（未入居除く）：16500円（税込）,2025-09-03 09:52:35
